iter	Passed	Remaining
451	54299	306095
452	54424	306002
453	54556	305948
454	54751	306244
455	54856	306043
456	54984	305965
457	55103	305838
458	55234	305776
459	55373	305759
460	55500	305671
461	55621	305556
462	55846	306011
463	55941	305749
464	56071	305681
465	56196	305583
466	56356	305676
467	56470	305521
468	56628	305602
469	56720	305326
470	56923	305648
471	57036	305482
472	57157	305365
473	57316	305444
474	57457	305431
475	57577	305307
476	57754	305480
477	57903	305507
478	58066	305607
479	58158	305334
480	58279	305207
481	58434	305267
482	58578	305261
483	58693	305109
484	58798	304902
485	58907	304721
486	59012	304513
487	59184	304655
488	59263	304315
489	59371	304127
490	59491	304001
491	59613	303882
492	59724	303710
493	59874	303733
494	60026	303770
495	60148	303650
496	60313	303752
497	60433	303622
498	60576	303611
499	60698	303493
500	60837	303460
501	60998	303536
502	61146	303546
503	61331	303738
504	61445	303577
505	61571	303476
506	61683	303305
507	61792	303124
508	61918	303024
509	62056	302984
510	62184	302890
511	62298	302730
512	64461	312505
513	64546	312182
514	64633	311873
515	64715	311536
516	64792	311177
517	64875	310851
518	64962	310541
519	65040	310193
520	65118	309842
521	65195	309493
522	65275	309153
523	65450	309267
524	65535	308951
525	65613	308608
526	65689	308256
527	65771	307929
528	65849	307589
529	65942	307319
530	66049	307109
531	66147	306864
532	66267	306720
533	66387	306574
534	66555	306655
535	66630	306299
536	66732	306075
537	66841	305880
538	66957	305717
539	67079	305585
540	67166	305290
541	67269	305072
542	67361	304801
543	67445	304494
544	67623	304614
545	67750	304503
546	67857	304304
547	67969	304124
548	68073	303911
549	68214	303864
550	68321	303662
551	68435	303498
552	68527	303231
553	68644	303077
554	68838	303263
555	68919	302948
556	69002	302646
557	69103	302419
558	69230	302312
559	69328	302074
560	69412	301779
561	69512	301552
562	69648	301479
563	69759	301301
564	69950	301469
565	70048	301231
566	70168	301091
567	70285	300938
568	70414	300839
569	70544	300742
570	70656	300567
571	70769	300400
572	70889	300260
573	71053	300304
574	71168	300145
575	71310	300099
576	71455	300062
577	71589	299982
578	71692	299769
579	71818	299656
580	71955	299587
581	72127	299662
582	72224	299426
583	72337	299257
584	72460	299129
585	72576	298974
586	72682	298777
587	72792	298596
588	72923	298504
589	73045	298370
590	73222	298465
591	73348	298351
592	73432	298064
593	73522	297805
594	73585	297432
595	73648	297064
596	73742	296822
597	73811	296482
598	73893	296192
599	74042	296170
600	74258	296417
601	74370	296246
602	74500	296148
603	74654	296144
604	74783	296044
605	74909	295930
606	75060	295912
607	75219	295929
608	75420	296108
609	75523	295901
610	75656	295815
611	75795	295750
612	75895	295532
613	76044	295508
614	76186	295455
615	76290	295252
616	76391	295043
617	76540	295016
618	76643	294810
619	76756	294644
620	76857	294433
621	76937	294142
622	77044	293956
623	77169	293837
624	77277	293653
625	77394	293504
626	77575	293600
627	77670	293366
628	77762	293124
629	77842	292835
630	77931	292584
631	78029	292365
632	78133	292166
633	78264	292072
634	78371	291888
635	78468	291664
636	78551	291394
637	78680	291291
638	78765	291026
639	78876	290857
640	78976	290647
641	79077	290444
642	79178	290239
643	79269	289996
644	79379	289826
645	79461	289555
646	79558	289337
647	79750	289464
648	79831	289189
649	79961	289092
650	80046	288832
651	80126	288554
652	80217	288317
653	80293	288023
654	80371	287741
655	80453	287472
656	80530	287190
657	80608	286907
658	80708	286705
659	80896	286813
660	80989	286588
661	81064	286298
662	81157	286069
663	81233	285784
664	81327	285563
665	81403	285279
666	81487	285022
667	81605	284886
668	81712	284710
669	81829	284571
670	82021	284691
671	82122	284494
672	82240	284360
673	82371	284267
674	82518	284231
675	82607	283994
676	82706	283792
677	82809	283604
678	82924	283456
679	83130	283620
680	83238	283450
681	83335	283244
682	83418	282988
683	83545	282881
684	83682	282809
685	83789	282637
686	83917	282533
687	84032	282389
688	84207	282441
689	84287	282178
690	84377	281948
691	84483	281773
692	84585	281585
693	84699	281435
694	84793	281220
695	84922	281122
696	85027	280942
697	85179	280920
698	85303	280807
699	85419	280663
700	85542	280544
701	85666	280431
702	85775	280264
703	85887	280110
704	86016	280009
705	86135	279879
706	86301	279899
707	86390	279670
708	86501	279511
709	86608	279343
710	86735	279237
711	86856	279112
712	86959	278928
713	87073	278780
714	87198	278669
715	87337	278602
716	87456	278471
717	87577	278345
718	87715	278273
719	87854	278205
720	87959	278029
721	88064	277853
722	88178	277706
723	88292	277561
724	88454	277563
725	88536	277318
726	88627	277096
727	88750	276979
728	88880	276881
729	88976	276679
730	89082	276509
731	89197	276364
732	89304	276198
733	89401	275998
734	89554	275974
735	89644	275754
736	89758	275609
737	89880	275486
738	90002	275364
739	90120	275233
740	90259	275164
741	90381	275043
742	90492	274888
743	90628	274810
744	90727	274619
745	90846	274488
746	90979	274400
747	91113	274316
748	91245	274223
749	91415	274245
750	91520	274072
751	91686	274085
752	91776	273865
753	91915	273795
754	92041	273687
755	92165	273570
756	92289	273454
757	92395	273284
758	92513	273152
759	92625	273001
760	92783	272986
761	92882	272796
762	93001	272666
763	93119	272532
764	93229	272376
765	93334	272204
766	93433	272018
767	93540	271851
768	93646	271685
769	93743	271491
770	93897	271462
771	94002	271291
772	94108	271124
773	94203	270925
774	94312	270768
775	94438	270659
776	94538	270475
777	94636	270284
778	94751	270144
779	94976	270318
780	95077	270135
781	95210	270046
782	95362	270011
783	95512	269968
784	95635	269851
785	95756	269727
786	95905	269679
787	96065	269667
788	96168	269492
789	96287	269360
790	96409	269239
791	96518	269082
792	96648	268982
793	96741	268779
794	96872	268684
795	97095	268843
796	97200	268673
797	97308	268513
798	97435	268406
799	97618	268450
800	97739	268326
801	97867	268219
802	97999	268125
803	98243	268337
804	98350	268173
805	98464	268029
806	98595	267931
807	98698	267757
808	98798	267572
809	98899	267394
810	99002	267221
811	99130	267115
812	99335	267217
813	99425	267006
814	99576	266963
815	99697	266838
816	99817	266710
817	99930	266563
818	100036	266397
819	100177	266326
820	100433	266559
821	100525	266357
822	100656	266255
823	100779	266136
824	100902	266016
825	101005	265843
826	101159	265802
827	101320	265783
828	101553	265950
829	101652	265766
830	101764	265616
831	101912	265561
832	102032	265430
833	102138	265265
834	102279	265192
835	102423	265124
836	102659	265294
837	102751	265095
838	102881	264990
839	102995	264845
840	103146	264795
841	103255	264638
842	103356	264460
843	103500	264392
844	103619	264259
845	103789	264258
846	103889	264078
847	104019	263973
848	104147	263863
849	104304	263830
850	104420	263689
851	104555	263598
852	104674	263464
853	104859	263499
854	104958	263316
855	105051	263119
856	105194	263048
857	105324	262943
858	105453	262834
859	105617	262815
860	105781	262794
861	105968	262832
862	106069	262652
863	106228	262620
864	106375	262556
865	106489	262411
866	106565	262173
867	106676	262020
868	106828	261969
869	107077	262154
870	107170	261959
871	107272	261784
872	107401	261674
873	107542	261596
874	107663	261468
875	107773	261313
876	107892	261179
877	108050	261143
878	108267	261246
879	108400	261145
880	108501	260969
881	108617	260830
882	108751	260733
883	108876	260614
884	109008	260511
885	109148	260428
886	109373	260548
887	109480	260384
888	109566	260173
889	109699	260073
890	109824	259954
891	109955	259849
892	110109	259798
893	110270	259765
894	110488	259862
895	110584	259675
896	110715	259571
897	110871	259522
898	111002	259418
899	111135	259315
900	111269	259216
901	111421	259160
902	111630	259234
903	111733	259064
904	111862	258951
905	112016	258898
906	112164	258830
907	112308	258755
908	112449	258672
909	112592	258591
910	112795	258649
911	112917	258522
912	113070	258464
913	113220	258400
914	113360	258314
915	113491	258205
916	113631	258119
917	113888	258296
918	113987	258114
919	114112	257993
920	114266	257936
921	114415	257869
922	114536	257738
923	114646	257581
924	114793	257510
925	114997	257564
926	115089	257368
927	115230	257282
928	115363	257177
929	115507	257097
930	115645	257003
931	115790	256924
932	115931	256837
933	116133	256886
934	116223	256686
935	116390	256656
936	116525	256555
937	116689	256517
938	116825	256418
939	116974	256348
940	117142	256319
941	117300	256268
942	117426	256146
943	117555	256031
944	117712	255978
945	117847	255877
946	118006	255825
947	118108	255652
948	118348	255777
949	118449	255601
950	118569	255466
951	118743	255448
952	118848	255280
953	118960	255130
954	119090	255015
955	119241	254947
956	119470	255045
957	119586	254901
958	119706	254765
959	119803	254581
960	119949	254502
961	120105	254443
962	120224	254307
963	120374	254234
964	120500	254112
965	120709	254163
966	120837	254045
967	120974	253946
968	121121	253867
969	121243	253735
970	121394	253664
971	121573	253653
972	121788	253715
973	121896	253554
974	122021	253430
975	122147	253305
976	122268	253171
977	122409	253080
978	122547	252980
979	122657	252825
980	122894	252929
981	122979	252720
982	123113	252614
983	123266	252545
984	123424	252487
985	123550	252364
986	123693	252274
987	123841	252194
988	124090	252321
989	124188	252141
990	124307	252000
991	124428	251866
992	124511	251656
993	124607	251470
994	124715	251310
995	124849	251203
996	124959	251046
997	125183	251120
998	125278	250933
999	125408	250816
1000	125547	250718
1001	125710	250668
1002	125833	250538
1003	125936	250366
1004	126055	250228
1005	126278	250297
1006	126367	250100
1007	126479	249946
1008	126597	249806
1009	126734	249704
1010	126889	249638
1011	126989	249462
1012	127119	249344
1013	127267	249263
1014	127469	249287
1015	127572	249118
1016	127735	249065
1017	127859	248937
1018	127989	248819
1019	128133	248730
1020	128279	248644
1021	128420	248547
1022	128604	248533
1023	128698	248347
1024	128818	248212
1025	128951	248099
1026	129090	247998
1027	129222	247886
1028	129361	247785
1029	129525	247732
1030	129732	247763
1031	129827	247578
1032	129970	247484
1033	130117	247400
1034	130271	247327
1035	130420	247244
1036	130541	247110
1037	130708	247060
1038	130879	247020
1039	130969	246827
1040	131082	246677
1041	131250	246629
1042	131410	246568
1043	131514	246400
1044	131647	246287
1045	131790	246194
1046	132007	246236
1047	132111	246069
1048	132270	246005
1049	132403	245892
1050	132554	245811
1051	132685	245694
1052	132830	245604
1053	133010	245577
1054	133143	245464
1055	133236	245276
1056	133371	245165
1057	133527	245095
1058	133665	244991
1059	133792	244866
1060	133905	244715
1061	134035	244596
1062	134269	244665
1063	134375	244502
1064	134497	244369
1065	134615	244227
1066	134774	244160
1067	134901	244034
1068	135043	243936
1069	135176	243822
1070	135397	243867
1071	135487	243674
1072	135630	243579
1073	135743	243428
1074	135882	243324
1075	135995	243174
1076	136107	243022
1077	136271	242962
1078	136502	243022
1079	136582	242812
1080	136694	242660
1081	136845	242577
1082	137000	242501
1083	137108	242343
1084	137216	242183
1085	137352	242075
1086	137587	242139
1087	137702	241992
1088	137865	241930
1089	138018	241848
1090	138234	241879
1091	138420	241856
1092	138532	241702
1093	138767	241764
1094	138845	241553
1095	138943	241376
1096	139097	241296
1097	139213	241150
1098	139350	241042
1099	139486	240931
1100	139629	240831
1101	139880	240919
1102	139973	240734
1103	140086	240583
1104	140239	240500
1105	140391	240416
1106	140507	240271
1107	140636	240148
1108	140801	240086
1109	141005	240090
1110	141106	239918
1111	141229	239784
1112	141339	239628
1113	141463	239497
1114	141585	239361
1115	141706	239225
1116	141859	239141
1117	142086	239183
1118	142209	239049
1119	142299	238859
1120	142429	238737
1121	142535	238575
1122	142668	238457
1123	142821	238375
1124	142936	238227
1125	143076	238121
1126	143305	238164
1127	143399	237981
1128	143546	237888
1129	143689	237786
1130	143827	237677
1131	144026	237668
1132	144152	237539
1133	144269	237395
1134	144470	237389
1135	144580	237234
1136	144719	237126
1137	144835	236981
1138	144970	236866
1139	145080	236710
1140	145241	236637
1141	145345	236473
1142	145560	236488
1143	145663	236321
1144	145802	236212
1145	145961	236136
1146	146074	235986
1147	146209	235870
1148	146347	235760
1149	146424	235552
1150	146506	235352
1151	146689	235314
1152	146773	235117
1153	146894	234980
1154	146979	234785
1155	147098	234644
1156	147222	234512
1157	147324	234345
1158	147443	234204
1159	147536	234024
1160	147644	233866
1161	147835	233839
1162	147932	233664
1163	148046	233516
1164	148162	233371
1165	148288	233242
1166	148392	233079
1167	148493	232911
1168	148644	232820
1169	148785	232716
1170	148968	232675
1171	149097	232551
1172	149247	232460
1173	149413	232392
1174	149530	232249
1175	149650	232110
1176	149802	232022
1177	150035	232057
1178	150120	231865
1179	150245	231733
1180	150385	231626
1181	150527	231521
1182	150628	231354
1183	150758	231231
1184	150883	231100
1185	151022	230990
1186	151226	230980
1187	151340	230832
1188	151485	230731
1189	151616	230609
1190	151739	230476
1191	151826	230287
1192	151953	230159
1193	152079	230029
1194	152286	230022
1195	152378	229842
1196	152512	229724
1197	152653	229617
1198	152803	229523
1199	152935	229403
1200	153077	229297
1201	153211	229180
1202	153394	229135
1203	153500	228975
1204	153638	228863
1205	153774	228748
1206	153933	228667
1207	154042	228513
1208	154160	228371
1209	154299	228261
1210	154515	228263
1211	154612	228091
1212	154734	227956
1213	154848	227808
1214	154971	227674
1215	155073	227509
1216	155169	227335
1217	155287	227193
1218	155444	227109
1219	155644	227087
1220	155747	226924
1221	155869	226788
1222	156019	226693
1223	156127	226538
1224	156266	226426
1225	156390	226294
1226	156536	226193
1227	156713	226137
1228	156816	225974
1229	156954	225861
1230	157091	225746
1231	157236	225644
1232	157363	225515
1233	157500	225401
1234	157643	225296
1235	157854	225286
1236	157954	225119
1237	158089	225002
1238	158217	224875
1239	158352	224758
1240	158459	224601
1241	158556	224430
1242	158676	224291
1243	158776	224125
1244	158975	224098
1245	159058	223907
1246	159131	223702
1247	159246	223557
1248	159394	223457
1249	159513	223319
1250	159658	223215
1251	159811	223123
1252	160056	223159
1253	160149	222983
1254	160276	222854
1255	160410	222735
1256	160524	222589
1257	160637	222440
1258	160743	222283
1259	160906	222204
1260	161035	222077
1261	161243	222061
1262	161342	221893
1263	161460	221752
1264	161568	221598
1265	161730	221517
1266	161860	221392
1267	161995	221274
1268	162166	221206
1269	162368	221179
1270	162471	221017
1271	162598	220889
1272	162742	220783
1273	162885	220675
1274	163005	220536
1275	163150	220431
1276	163302	220337
1277	163521	220331
1278	163615	220158
1279	163714	219991
1280	163837	219856
1281	163983	219753
1282	164101	219612
1283	164216	219466
1284	164363	219363
1285	164604	219386
1286	164705	219222
1287	164836	219099
1288	164988	219002
1289	165153	218924
1290	165286	218803
1291	165442	218711
1292	165585	218604
1293	165801	218591
1294	165921	218453
1295	166072	218354
1296	166220	218252
1297	166365	218146
1298	166485	218007
1299	166606	217870
1300	166865	217912
1301	166961	217742
1302	167094	217619
1303	167175	217430
1304	167271	217260
1305	167395	217127
1306	167521	216995
1307	167678	216905
1308	167821	216796
1309	168031	216773
1310	168132	216610
1311	168251	216470
1312	168369	216327
1313	168483	216181
1314	168594	216032
1315	168694	215866
1316	168834	215754
1317	169100	215801
1318	169198	215634
1319	169317	215494
1320	169440	215360
1321	169552	215210
1322	169673	215074
1323	169756	214887
1324	169891	214768
1325	169990	214603
1326	170168	214537
1327	170319	214438
1328	170450	214314
1329	170605	214219
1330	170759	214123
1331	170861	213961
1332	170968	213806
1333	171087	213666
1334	171236	213564
1335	171458	213553
1336	171569	213402
1337	171709	213289
1338	171821	213140
1339	171978	213047
1340	172095	212905
1341	172219	212771
1342	172333	212626
1343	172553	212610
1344	172641	212432
1345	172763	212296
1346	172880	212153
1347	173043	212067
1348	173180	211950
1349	173326	211843
1350	173462	211724
1351	173700	211729
1352	173797	211562
1353	173983	211504
1354	174119	211385
1355	174279	211294
1356	174413	211172
1357	174545	211048
1358	174801	211073
1359	174892	210899
1360	174990	210734
1361	175109	210594
1362	175262	210494
1363	175379	210352
1364	175516	210233
1365	175690	210159
1366	175945	210182
1367	176038	210010
1368	176175	209891
1369	176267	209719
1370	176397	209592
1371	176514	209450
1372	176641	209320
1373	176808	209235
1374	177068	209262
1375	177170	209102
1376	177297	208971
1377	177441	208860
1378	177599	208765
1379	177727	208637
1380	177856	208508
1381	178013	208411
1382	178259	208420
1383	178341	208237
1384	178445	208078
1385	178623	208007
1386	178739	207863
1387	178816	207674
1388	178892	207484
1389	178967	207293
1390	179069	207133
1391	179187	206992
1392	179389	206947
1393	179470	206764
1394	179602	206639
1395	179700	206475
1396	179850	206370
1397	179964	206225
1398	180072	206072
1399	180211	205955
1400	180424	205923
1401	180537	205777
1402	180646	205625
1403	180791	205514
1404	180951	205422
1405	181076	205289
1406	181219	205176
1407	181366	205068
1408	181606	205064
1409	181702	204898
1410	181842	204781
1411	181994	204679
1412	182120	204547
1413	182260	204431
1414	182391	204304
1415	182523	204178
1416	182760	204171
1417	182862	204012
1418	183009	203903
1419	183142	203778
1420	183269	203647
1421	183366	203482
1422	183500	203359
1423	183647	203249
1424	183880	203235
1425	183976	203071
1426	184107	202944
1427	184257	202838
1428	184394	202718
1429	184487	202548
1430	184616	202419
1431	184781	202331
1432	185007	202307
1433	185101	202139
1434	185246	202028
1435	185396	201922
1436	185531	201799
1437	185657	201667
1438	185822	201576
1439	185966	201463
1440	186180	201425
1441	186311	201299
1442	186444	201173
1443	186595	201068
1444	186711	200925
1445	186857	200813
